date,match,won,odds,prob,ev,stake,profit,bankroll,cumsum,peak,dd
2025-09-28,Pisa vs Fiorentina,True,3.25,0.387,25.775000000000013,33.865940806045124,76.19836681360152,753.5171829345039,-246.4828170654963,1621.7766198585978,-1868.2594369240942
2025-10-04,Atalanta vs Como,True,3.4,0.387,31.58000000000001,37.675859146725195,90.42206195214047,843.9392448866444,-156.06075511335584,1621.7766198585978,-1777.8373749719535
2025-10-05,Fiorentina vs Roma,False,3.3,0.387,27.70999999999999,42.19696224433222,-42.19696224433222,801.7422826423121,-198.25771735768805,1621.7766198585978,-1820.0343372162858
2025-10-18,Torino vs Napoli,False,3.3,0.387,27.70999999999999,40.08711413211561,-40.08711413211561,761.6551685101965,-238.34483148980365,1621.7766198585978,-1860.1214513484015
2025-10-18,Roma vs Inter,False,3.25,0.387,25.775000000000013,38.08275842550983,-38.08275842550983,723.5724100846867,-276.4275899153135,1621.7766198585978,-1898.2042097739113
2025-10-19,Como vs Juventus,False,3.25,0.387,25.775000000000013,36.17862050423434,-36.17862050423434,687.3937895804523,-312.60621041954784,1621.7766198585978,-1934.3828302781455
2025-10-19,Cagliari vs Bologna,False,3.3,0.387,27.70999999999999,34.36968947902262,-34.36968947902262,653.0241001014297,-346.97589989857045,1621.7766198585978,-1968.752519757168
2025-10-20,Cremonese vs Udinese,True,3.25,0.387,25.775000000000013,32.65120500507148,73.46521126141083,726.4893113628405,-273.5106886371596,1621.7766198585978,-1895.2873084957573
2025-10-25,Parma vs Como,True,3.5,0.387,35.45,36.324465568142024,90.81116392035506,817.3004752831955,-182.69952471680455,1621.7766198585978,-1804.4761445754023
2025-10-25,Udinese vs Lecce,False,3.4,0.387,31.58000000000001,40.86502376415978,-40.86502376415978,776.4354515190357,-223.56454848096433,1621.7766198585978,-1845.341168339562
2025-10-26,Lazio vs Juventus,False,3.25,0.387,25.775000000000013,38.82177257595179,-38.82177257595179,737.613678943084,-262.38632105691613,1621.7766198585978,-1884.162940915514
2025-10-26,Sassuolo vs Roma,False,3.5,0.387,35.45,36.8806839471542,-36.8806839471542,700.7329949959297,-299.2670050040703,1621.7766198585978,-1921.0436248626681
2025-10-29,Bologna vs Torino,True,3.5,0.387,35.45,35.03664974979649,87.59162437449122,788.3246193704209,-211.67538062957908,1621.7766198585978,-1833.452000488177
2025-10-29,Genoa vs Cremonese,False,3.25,0.387,25.775000000000013,39.41623096852105,-39.41623096852105,748.9083884018999,-251.09161159810014,1621.7766198585978,-1872.868231456698
2025-10-30,Pisa vs Lazio,True,3.25,0.387,25.775000000000013,37.44541942009499,84.25219369521373,833.1605820971135,-166.8394179028864,1621.7766198585978,-1788.6160377614842
2025-11-02,Torino vs Pisa,True,3.25,0.387,25.775000000000013,41.65802910485568,93.73056548592528,926.8911475830388,-73.10885241696111,1621.7766198585978,-1694.8854722755589
2025-11-22,Fiorentina vs Juventus,True,3.4,0.387,31.58000000000001,46.344557379151944,111.22693770996466,1038.1180852930033,38.118085293003546,1621.7766198585978,-1583.6585345655942
2025-11-22,Napoli vs Atalanta,False,3.25,0.387,25.775000000000013,51.90590426465017,-51.90590426465017,986.2121810283531,-13.787818971646622,1621.7766198585978,-1635.5644388302444
2025-11-23,Inter vs Milan,False,3.5,0.387,35.45,49.31060905141766,-49.31060905141766,936.9015719769354,-63.09842802306428,1621.7766198585978,-1684.875047881662
2025-11-24,Torino vs Como,False,3.25,0.387,25.775000000000013,46.845078598846776,-46.845078598846776,890.0564933780887,-109.94350662191106,1621.7766198585978,-1731.7201264805087
